Mazda_MX-5 ND_000000_000036_,470,420,353,86
Citroen_C4 Cactus_20170219_165916_,1196,2393,617,167
Mazda_MX-5 ND_000000_000024_,108,125,97,25
Mazda_MX-5 ND_000000_000012_,1090,2703,913,237
opel_corsa D_20161229_130831_,260,403,256,67
VW_Lupo_20170106_150124_,683,2113,857,240
Opel_Insignia FL_000000_000016_,1276,2356,430,124
Smart_Fortwo 453_00000005_000001_,1336,2403,417,110
Dacia_Sandero_20170122_155945_,1300,2560,576,156
Opel_Corsa D_20170106_144857_,740,2203,830,227
VW_Polo 9N3_000000_000001_,1163,2426,700,194
VW_Kaefer_000000_000008_,179,308,151,38
porsche_911_20161229_190007_,310,346,240,60
Ford_Fiesta_20170106_150658_,796,2066,894,217
BMW_3 F30_000000_000014_,1336,2370,437,110
Opel_Insignia FL_000000_000017_,640,1183,453,120
VW_Golf IV_20170114_143113_,926,1800,1044,256
VW_Kaefer_000000_000019_,169,213,105,40
VW_Kaefer_000000_000007_,209,179,218,51
Jaguar_XJ_20161227_094057_,1116,1386,1030,224
Opel_Insignia_000000_000015_,1293,2470,497,136
VW_Golf VII_20170122_155810_,1206,1540,884,223
porsche_911_20161229_190008_,346,443,206,47
VW_UP_20170205_144143_,1200,1673,963,253
Opel_Corsa D_20170108_164828_,943,1900,1147,286
Ford_Fiesta FL_20170205_145717_,1070,1643,990,260
porsche_911_20161229_190009_,553,670,440,110
Ford_Fiesta_20170114_143435_,1393,1563,803,207
VW_T4_20170108_164849_,1266,1870,780,203
mazda_mx-5 ND_20161226_130831_,1156,2140,824,206
Ford_Fiesta_20170117_165026_,1010,1736,973,240
BMW_3 F30_000000_000013_,843,2126,1020,280
BMW_3 F30_000000_000001_,1003,2610,773,200
BMW_1 E87_20170122_155912_,1046,1790,1174,306
Opel_Insignia_000000_000012_,1276,2926,547,147
BMW_3 E90_20170106_150023_,740,2070,780,210
Suzuki_Swift_20170106_140930_,813,2316,787,220
BMW_X5_20170106_140847_,826,2476,757,167
Opel_Corsa B_20170106_150002_,696,2280,907,193
BMW_3 F30_000000_000012_,1326,2286,520,140
VW_Golf VII_20170122_165916_,1116,1723,997,233
Opel_Corsa D_000000_000011_,1316,2143,590,160
Opel_Astra H_20170106_151122_,900,1976,716,194
VW_Kaefer_000000_000009_,583,840,447,130
VW_Golf V_20170114_143319_,1256,1716,1047,317
Mazda_RX-8_20170114_143250_,1256,1583,924,267
Opel_Corsa C_20170106_150544_,766,2006,857,237
Opel_Insignia_000000_000013_,1190,2636,626,157
VW_Golf VI_000000_000011_,1136,2563,687,187
Opel_Corsa C_20170114_142753_,1170,1520,880,213
Audi_A3_20170108_164504_,1006,1853,1200,283
VW_Polo 6R_20170122_155912_,1376,2703,497,133
Smart_Fortwo 450_000000_000012_,1260,2843,450,127
Audi_A3 8L_20161225_144920_,1256,1310,744,200
VW_Polo 6R_20170219_165916_,1163,1510,1097,290
Opel_Adam_000000_000001_,1043,2640,907,243
porsche_911_20161229_190003_,600,600,323,73
porsche_911_20161229_190015_,500,810,466,133
Toyota_Yaris_20170122_165916_,1256,1783,1014,243
VW_Polo 9N3_20170117_165231_,1096,1850,1067,260
Opel_Astra H FL_20170106_151817_,753,2023,850,220
Opel_Corsa D_000000_000001_,1186,2410,640,180
Opel_Mokka_000002_000001_,486,663,290,87
Opel_Adam_000000_000012_,1023,2610,927,230
VW_Golf VII_20170117_165448_,1336,1746,874,230
porsche_911_20161229_190004_,780,816,326,77
opel_corsa D FL_20170104_122530_,550,843,426,107
porsche_911_20161229_190016_,453,763,440,130
VW_New Beetle_20170106_151601_,746,2003,814,217
Porsche_Cayenne_20170106_145644_,773,2303,800,207
Mitsubishi_Space Star_20170114_142809_,1310,1353,626,173
Opel_Astra G_20170106_150931_,876,2070,670,180
VW_Polo 6R_20170122_165919_,1173,1686,1007,267
VW_Golf IV_20161203_164336_,630,1890,643,176
Opel_Adam_000000_000011_,880,2046,886,234
Mini_One R50_20170122_155912_,1050,1963,313,90
VW_Polo 9N3_000000_000011_,1013,2336,1127,294
VW_Golf IV_20170117_164831_,1390,1450,790,206
Audi_A3 8L_20161228_142222_,1200,1683,953,283
Audi_A5_000000_000001_,1216,2153,587,163
porsche_911_20161229_190005_,450,676,286,77
Opel_Insignia_000000_000016_,1276,2356,430,127
Opel_Vectra C_20170106_151349_,736,2050,860,213
Fiat_Punto_20170106_145442_,703,2206,850,217
VW_Golf VII_000000_000005_,1016,2460,914,250
VW_Jetta_20170122_165916_,1306,1726,994,244
Mini_One F56_20170122_155800_,1276,1560,980,220
VW_Polo 9N3_000000_000012_,1336,2313,617,177
Smart_Fortwo 451_000000_000001_,1150,2200,660,153
Skoda_Citigo_20170122_155835_,1163,1743,1057,257
Suzuki_Swift MZ_00001000_000001_,1080,2883,680,197
Opel_Insignia_000000_000017_,643,1186,453,124
porsche_911_20161229_190006_,360,343,316,83
vw_t6_20161212_123134_,643,1436,500,127
VW_Lupo_20170106_150108_,760,2073,863,210
Smart_Fortwo 450 FL_000000_000012_,1096,2776,734,170
VW_Golf VII_20170122_155914_,1266,2473,620,167
VW_Golf V_20170106_150643_,860,1960,770,213
BMW_1 F20_000000_000012_,1173,2546,690,187
Opel_Mokka_000000_000012_,640,1223,476,133
Mini_One_20170106_150257_,786,1993,813,233
Mercedes_A_000000_000012_,1093,1743,1023,280
Opel_Corsa D_000001_000011_,1126,2470,970,286
opel_corsa D FL_20161229_130834_,513,736,433,104
VW_Golf VII_20170122_155709_,933,1666,1160,254
Dacia_Duster_00000005_000002_,1256,2756,434,117
Skoda_Octavia_20170205_144120_,1073,1516,1163,307
Opel_Mokka_000000_000001_,1096,2566,674,167
Opel_Corsa D_00000005_000001_,1163,2376,540,150
BMW_1 F20_000000_000011_,1003,2710,747,176
Toyota_Aygo_20170106_151524_,810,2150,733,193
Opel_Mokka_00000005_000001_,580,846,400,110
Opel_Mokka_000000_000013_,573,1083,417,113
Opel_Corsa B_20170106_145900_,790,1936,823,227
opel_corsa D_20161212_122530_,626,1663,544,160
Mini_One F56_000000_000003_,1016,2243,797,207
Opel_Zafira_20170106_145245_,770,2033,883,247
VW_Golf VII_000000_000016_,1026,2286,957,247
Audi_A6_20170106_145942_,846,1936,680,174
Mini_One_000000_000003_,1020,2240,793,206
Suzuki_Swift MZ_20170106_140930_,810,2316,796,210
Dacia_Duster_00000005_000001_,566,806,274,77
Mini_One_000000_000001_,1346,2370,540,150
Opel_Corsa D FL_00000005_000001_,1310,2626,403,120
Opel_Astra H_20170108_164452_,1063,1433,990,270
Suzuki_Swift_000002_000001_,513,1126,553,154
Opel_Mokka_00000005_000002_,1203,2593,550,147
VW_Golf VII_000000_000013_,1300,2573,550,147
Peugeot_208_20170108_164528_,1056,1746,1034,247
Opel_Astra H_20170106_150617_,810,2020,860,220
Skoda_Octavia_000001_000011_,803,2583,903,230
Opel_Astra H FL_20170106_151546_,803,1903,797,207
Mazda_3_20170114_142920_,1160,1376,840,230
Opel_Mokka_000000_000011_,916,2600,894,250
Opel_Corsa B_20170108_164921_,1096,1730,1037,260
VW_Polo 6R_20170108_165958_,1013,1743,1000,267
VW_Golf V_20170106_152607_,816,2036,767,197
Skoda_Octavia_00000005_000001_,613,970,433,116
Opel_Insignia_20170106_151017_,826,2083,810,213
opel_corsa D FL_20161229_130835_,430,631,343,82
VW_Golf IV_00000005_000001_,1086,2400,587,156
Mini_One_000000_000013_,1300,2296,703,187
Fiat_500_20170122_155912_,1396,2516,370,100
Opel_Mokka_00000002_000001_,946,2656,780,200
Mini_One R55_20170122_165917_,1220,1893,983,233
BMW_3 E90_20170117_164811_,1206,1590,987,266
VW_Golf IV_000001_000015_,1053,2636,693,177
Mazda_Mx-5 NC_000000_000011_,1276,2650,477,130
VW_Golf IV_20170219_165916_,1000,2993,730,197
Range Rover_Evoque_000000_000001_,553,1113,403,107
vw_polo 9N3_20161219_123104_,355,591,288,76
skoda_octavia_20161213_122300_,710,1203,636,203
VW_Golf VII_000000_000011_,1200,2180,583,166
Opel_Corsa D FL_20170108_164828_,960,1906,1126,277
VW_Golf VI_000000_00001_,1170,1976,846,224
Opel_Astra H_20170106_151817_,760,2020,836,216
VW_Polo 6R_20170106_150238_,766,1836,917,267
VW_Golf VI_20170117_165613_,1360,1500,730,220
Opel_Corsa D FL_00000005_000002_,1430,2760,396,106
Opel_Insignia_000000_000011_,1203,2690,450,130
Opel_Astra J_20170122_165916_,956,1953,1217,260
VW_Polo 9N3_20170124_210152_.JPG,1250,1813,993,227
Suzuki_Swift MZ_000002_000001_,516,1130,544,146
BMW_3 E90_20170114_142736_,1106,1473,887,260
Mini_One F56_00000005_000001_,1263,2453,597,147
BMW_Z3_000000_000001_,1213,2240,527,130
VW_Golf IV_20170117_165043_,1530,1346,766,194
VW_Polo 9N3_20170117_165204_,1266,1553,877,223
Ford_Fiesta_000002_000001_,1216,2386,587,147
BMW_1 F20 FL_00000005_000001_,1356,3033,407,103
VW_Golf VII_000000_000012_,1283,2440,407,113
Skoda_Fabia_000000_000012_,700,2676,1123,337
VW_Golf VI_000000_00002_,543,1240,403,110
Audi_A3 8V_20170122_155912_,1276,2753,454,130
Mini_One R50_00000005_000001_,523,776,333,84
Opel_Corsa E_20170106_151854_,836,2330,817,210
VW_Golf VII_20170108_164720_,910,1766,953,260
suzuki_swift_20161212_122605_,653,1566,627,177
Ford_Focus FL_20170122_165916_,1196,1823,1020,247
Volvo_C30_20170108_164901_,1216,1846,947,284
Opel_Astra H FL_20170106_144726_,823,2126,817,217
Audi_A3 8V_000000_00001_,1033,2650,927,256
Ford_Fiesta FL_20170205_145553_,1190,1640,1046,263
Mercedes_C_000000_000001_,1213,2283,653,177
Mazda_2_20170129_223626_,1026,1620,957,233
Seat_Ibiza_20170122_155929_,1130,1846,1150,260
Skoda_Fabia_000000_000011_,1143,2623,663,187
opel_corsa D FL_20161229_130832_,583,573,277,70
Opel_Corsa D_20170106_150528_,800,2036,866,227
toyota_yaris_20161219_123035_,313,580,237,63
Mini_One R50_20170122_165916_,1073,1743,1023,243
Audi_80_20170108_170016_,1130,1663,836,187
Skoda_Fabia III_20170205_144106_,1093,1643,1177,310
VW_Golf IV_000001_000012_,1286,2280,557,150
VW_Polo 9N3_00000011_000001_,1103,2773,717,197
BMW_1 F20_20170114_142651_,823,1436,780,207
Mini_One R55_00000005_000001_,666,876,404,110
Mercedes_A_00000005_000002_,770,1173,363,97
Skoda_Fabia_00000005_000004_,626,970,380,103
Ford_Mustang_20170205_145437_,1193,1600,1003,250
Mini_One R55_20170124_210152_,473,870,547,140
Opel_Adam_20170108_164651_,1206,2090,987,226
Mazda_MX-5 ND_000000_000037_,760,950,563,126
Mazda_MX-5 ND_000000_000013_,1060,2793,706,157
Mazda_MX-5 ND_000000_000001_,1183,2283,530,150
Ford_C-Max_20170129_134319_,1326,1896,954,204
VW_Golf IV_000000_000021_,1123,2606,1100,237
VW_Polo 9N3_20170106_144747_,830,2036,570,147
Subaru_BRZ_20161218_151303_,1046,1250,980,273
Ford_Mondeo_20170129_134507_,1270,1843,996,233
Dacia_Sandero_20170122_155912_,1133,2203,657,167
Skoda_Citigo_20170117_165706_,1443,1390,780,236
VW_UP_20170124_210152_.JPG,1266,1816,957,234
Audi_A4_20170106_145759_,766,2103,794,203
Opel_Corsa D_20170106_151621_,770,2080,803,196
Ford_Mustang_20170205_145751_,970,1593,1136,270
Opel_Corsa D_20170105_111627_,900,1760,1040,256
Ford_Fiesta_20170122_155918_,660,1393,293,83
Skoda_Octavia_20170106_151154_,783,2163,893,217
Mazda_MX-5 ND_000000_000014_,1146,2513,700,150
Ford_Fiesta FL_20170205_145542_,1110,1696,1033,230
Opel_Corsa D_20170108_164641_,1180,1536,886,214
Mazda_MX-5 ND_000000_000038_,206,348,173,45
vw_polo 9N3_20161212_123015_,443,1030,440,116
VW_Golf VII_00001000_000001_,1243,2523,747,197
Opel_Mokka FL_00000005_000001_,1373,2416,407,120
Mercedes_C_20161203_164141_,506,1890,660,203
Opel_Astra H_20170106_144726_,823,2120,810,226
Opel_Mokka FL_000000_000001_,1100,2573,666,157
Mazda_MX-5 ND_000000_000015_,1173,2586,777,210
VW_Polo 9N3_20161213_093937_,1153,1203,1160,340
suzuki_swift FZ_20160101_000002_,1240,2353,610,177
VW_Golf IV_000000_000011_,1250,2406,653,174
Mazda_MX-5 ND_000000_000027_,346,436,234,60
Audi_A3 8L_20170108_165602_,1070,1980,1133,286
opel_corsa D_20170104_122530_,553,836,427,117
Opel_Adam_20170219_165918_,1266,2160,997,233
VW_Golf VII_20170205_143903_,1220,1603,1050,267
Dacia_Sandero_20170122_155914_,1166,2376,504,134
Opel_Corsa B_20170106_144912_,833,2086,853,227
Mini_One R50_20170106_150257_,780,1996,813,220
opel_corsa D_20161213_123044_,373,1460,650,176
VW_Polo 9N3_20170117_165742_,940,1616,966,270
Ford_Fiesta_000000_000016_,546,736,334,87
Opel_Adam_20170117_165729_,966,1730,877,233
Ford_C-Max_20170129_134304_,1266,1990,924,223
Mazda_MX-5 NC_000000_000012_,996,2370,804,210
Opel_Mokka FL_000000_000012_,643,1226,470,120
ford_kuga_20161212_122504_,623,1823,560,137
porsche_cayman_20161227_222219_,1113,2256,797,210
VW_Polo 6R_000000_000001_,936,2466,877,237
Opel_Mokka FL_000000_000013_,576,1086,414,110
Chrysler_Crossfire_20170124_210152_.JPG,793,763,283,80
Opel_Adam_20170114_143127_,1330,1843,813,210
opel_zafira_20161212_122942_,663,1503,557,170
Mazda_MX-5 ND_000000_000016_,710,2803,1093,167
Seat_Leon_20170205_143915_,1213,1546,1030,264
suzuki_swift MZ_20161212_122605_,650,1566,626,180
VW_Golf IV_20170114_142951_,1350,1633,946,237
vw_golf IV_20170104_123031_,793,833,463,127
VW_Golf VII_20170117_165718_,1076,1730,1067,286
Mercedes_A_20170106_150917_,830,2036,743,180
Mini_One_000000_000011_,1186,2613,524,143
Mazda_MX-5 NA_20170108_164943_,1403,1700,950,230
VW_Kaefer_000000_000020_,438,737,292,95
Ford_Fiesta_20170106_145231_,736,2293,877,217
Audi_A3 8P_20170106_150631_,800,2043,896,237
Opel_Corsa C_20170106_150805_,796,1876,847,194
VW_Golf IV_000000_000013_,1176,2933,644,180
Smart_Fortwo_000000_000004_,226,393,201,57
Mazda_MX-5 ND_000000_000017_,88,165,94,23
Ford_Fiesta FL_000000_000011_,550,946,430,117
Opel_Corsa D FL_20170105_111627_,900,1773,1036,243
vw_polo 6R_20161212_123055_,726,1723,427,117
Skoda_Fabia_00000005_000001_,1026,2346,664,177
Skoda_Octavia_20170108_165650_,1120,1766,1030,284
Ford_Fiesta_000000_000014_,1150,2640,696,176
VW_Polo 9N3_20170114_143341_,1163,1710,987,280
Audi_A3 8V_20170108_164504_,983,1813,1223,340
Ford_Fiesta_20170122_155914_,1153,1916,943,214
Suzuki_Baleno_20170124_210155_.JPG,1306,1593,777,193
Opel_Corsa E_20170122_155912_,1436,2776,424,117
VW_Polo 6R_000000_000011_,1433,2530,517,140
VW_Golf IV_000000_000012_,184,298,156,45
Skoda_Fabia_20170114_143422_,1203,1540,863,223
Toyota_Yaris_20170106_145100_,836,2203,774,200
Skoda_Fabia_00000005_000002_,1310,2406,486,137
VW_Golf IV_20170108_164735_,976,1663,930,210
Ford_Fiesta_000000_000013_,1430,2690,406,106
VW_Golf VII_00000005_000001_,1216,3116,397,114
BMW_1 F20 FL_20170122_155912_,1240,2603,546,120
Ford_Fiesta_20170114_143047_,1273,1736,827,197
Dacia_Sandero FL_20170122_155914_,1126,2643,624,153
Ford_Fiesta FL_20170205_145526_,1036,1590,1037,243
Ford_Fiesta FL_20170205_145647_,1116,1626,1274,284
VW_Kaefer_000000_000022_,145,265,133,33
BMW_1 F20_000000_000002_,640,1136,303,64
VW_Kaefer_000000_000010_,154,217,104,28
Opel_Corsa D_20170108_164755_,1203,1836,823,217
Mazda_MX-5 ND_000000_000019_,242,255,134,34
Skoda_Fabia_00000005_000003_,1273,2793,610,180
Ford_Fiesta_000000_000012_,1093,1540,750,196
Mercedes_A_00000005_000001_,506,1180,350,83
VW_Amarok_20170129_134351_,1286,1600,854,220
Opel_Corsa D_20170108_165820_,1080,1986,980,270
BMW_5 E60_20170108_165618_,1146,1803,930,253
BMW_1 F20_000000_000001_,1143,2630,790,203
Audi_A3 8V_20170122_165916_,1176,1786,914,217
BMW_1 F20_000000_000013_,493,846,387,100
VW_Kaefer_000000_000021_,295,296,129,33
Opel_Corsa D FL_20170108_165820_,1063,1990,1003,263
VW_Golf V_20170106_145912_,783,2120,880,226
Land Rover_Defender_000000_000001_,386,636,247,67
Mercedes_A_000000_000011_,1196,2606,630,160
VW_Polo 6R_20170106_150039_,743,2146,830,220
VW_Golf VI_00000005_000001_,1283,2526,487,140
